conf,year,title,doi,in_scope,out of scope comment,pagesim,nav,depth,limit,pageload,objective,needs navigation,topic,nonav reason
ndss,2016,TLS in the Wild: An Internet-wide Analysis of TLS-based Protocols for Electronic Communication,,no,tls scan,,,,,,,,,
ndss,2016,"Transcript Collision Attacks: Breaking Authentication in TLS, IKE and SSH",,no,tls scan,,,,,,,,,
ndss,2016,VTrust: Regaining Trust on Virtual Calls,,no,no crawl,,,,,,,,,
ndss,2016,Website Fingerprinting at Internet Scale,,yes,,URL,Random,1,51,Unspecified,,,"Web Security, Fingerprinting, Privacy",
ndss,2016,What Mobile Ads Know About Mobile Users,https://www.cs.cornell.edu/~shmat/shmat_ndss16.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Page Resources,yes,"System Security, Fingerprinting, Measurements, Privacy",
ndss,2017,(Cross-)Browser Fingerprinting via OS and Hardware Level Features,,no,no crawl,,,,,,,,,
ndss,2017,Dial One for Scam: A Large-Scale Analysis of Technical Support Scams,,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Cybercrime, Measurements",
ndss,2017,Enabling Reconstruction of Attacks on Users via Efficient Browsing Snapshots,,no,no crawl,,,,,,,,,
ndss,2017,MARX: Uncovering Class Hierarchies in C++ Programs.,https://www.ndss-symposium.org/ndss2017/ndss-2017-programme/marx-uncovering-class-hierarchies-c-programs/,no,,,,,,,,,,
ndss,2017,The Effect of DNS on Tor’s Anonymity,,no,dns scan,,,,,,,,,
ndss,2017,The Security Impact of HTTPS Interception,,no,tls scan,,,,,,,,,
ndss,2017,Thou Shalt Not Depend on Me: Analysing the Use of Outdated JavaScript Libraries on the Web,,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,JavaScript Analysis,yes,"Web Security, Measurements",We only crawl the homepage of each visited site due to the presence of many sites that thwart deeper traversal by requiring log-ins.
ndss,2018,A Large-scale Analysis of Content Modification by Open HTTP Proxies,,no,custom app crawl,,,,,,,,,
ndss,2018,"Apps, Trackers, Privacy, and Regulators: A Global Study of the Mobile Tracking Ecosystem",https://www.cl.cam.ac.uk/teaching//2021/R02/papers/ndss18_ats.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Tracking,yes,"System Security, Fingerprinting, Measurements, Privacy",
ndss,2018,Automated Website Fingerprinting through Deep Learning,https://www.ndss-symposium.org/wp-content/uploads/2018/02/ndss2018_03A-1_Rimmer_paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,10 sec,Website Fingerprinting,yes,"Web Security, Fingerprinting, Privacy","As in virtually all prior work on WF, we analyzed the attacks only on visits to homepages and omitted other pages within the considered websites. We acknowledge this is an unrealistic assumption"
ndss,2018,Cloud Strife: Mitigating the Security Risks of Domain-Validated Certificates,,no,dns/tls scan,,,,,,,,,
ndss,2018,De-anonymization of Mobility Trajectories: Dissecting the Gaps between Theory and Practice,,no,no crawl,,,,,,,,,
ndss,2018,Decentralized Action Integrity for Trigger-Action IoT Platforms,,no,no crawl,,,,,,,,,
ndss,2018,Didn’t You Hear Me? – Towards More Successful Web Vulnerability Notifications,,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Usable Security, Measurements",
ndss,2018,Fear and Logging in the Internet of Things,,no,no crawl,,,,,,,,,
ndss,2018,"Finding Clues for Your Secrets: Semantics-Driven, Learning-Based Privacy Discovery in Mobile Apps",,no,custom app crawl,,,,,,,,,
ndss,2018,Game of Missuggestions: Semantic Analysis of Search-Autocomplete Manipulations,,yes,,None,Search-based,N/A,None,Unspecified,,,"Web Security, Measurements",
ndss,2018,Inside Job: Applying Traffic Analysis to Measure Tor from Within,https://www.robgjansen.com/publications/insidejob-ndss2018.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Website Fingerprinting,yes,"Web Security, Privacy, Fingerprinting",
ndss,2018,JavaScript Zero: Real JavaScript and Zero Side-Channel Attacks.,https://www.ndss-symposium.org/wp-content/uploads/2018/02/ndss2018_07A-3_Schwarz_paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,Web Security,
ndss,2018,JSgraph: Enabling Reconstruction of Web Attacks via Efficient Tracking of Live In-Browser JavaScript Executions,,yes,,None,Random,3,4,onload,,,"Web Security, Network Security",
ndss,2018,Measuring and Disrupting Anti-Adblockers Using Differential Execution Analysis.,https://www.cs.ucr.edu/~zhiyunq/pub/ndss18_anti_adblock.pdf,yes,,Homepage,Homepage,Homepage,Homepage,20 seconds,JavaScript Analysis,yes,"Privacy, Measurements",
ndss,2018,OS-level Side Channels without Procfs: Exploring Cross-App Information Leakage on iOS,https://www.ndss-symposium.org/wp-content/uploads/2018/02/ndss2018_05B-4_Zhang_paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,10 sec,Side-Channel,no,"System Security, Side-Channel",
ndss,2018,Riding out DOMsday: Towards Detecting and Preventing DOM Cross-Site Scripting,,yes,,None,Random,1,6,Unspecified,,,Web Security,
ndss,2018,What You Corrupt Is Not What You Crash: Challenges in Fuzzing Embedded Devices,,no,no crawl,,,,,,,,,
ndss,2019,Adversarial Attacks Against Automatic Speech Recognition Systems via Psychoacoustic Hiding,,no,no crawl,,,,,,,,,
ndss,2019,Digital Healthcare-Associated Infection: A Case Study on the Security of a Major Multi-Campus Hospital System,,no,no crawl,,,,,,,,,
ndss,2019,DNS Cache-Based User Tracking,,no,no crawl,,,,,,,,,
ndss,2019,Don't Trust The Locals: Investigating the Prevalence of Persistent Client-Side Cross-Site Scripting in the Wild,,yes,,URL,BFS,2,1001,Unspecified,,,"Web Security, Measurements",
ndss,2019,How Bad Can It Git? Characterizing Secret Leakage in Public GitHub Repositories,,no,no crawl,,,,,,,,,
ndss,2019,How to End Password Reuse on the Web,,no,no crawl,,,,,,,,,
ndss,2019,Latex Gloves: Protecting Browser Extensions from Probing and Revelation Attacks,,yes,,None,Search-based,N/A,20,10 minutes,,,"Web Security, Measurements",
ndss,2019,Life after Speech Recognition: Fuzzing Semantic Misinterpretation for Voice Assistant Applications.,https://www.ndss-symposium.org/ndss-paper/life-after-speech-recognition-fuzzing-semantic-misinterpretation-for-voice-assistant-applications/,no,,,,,,,,,,
ndss,2019,One Engine To Serve 'em All: Inferring Taint Rules Without Architectural Semantics,,no,no crawl,,,,,,,,,
ndss,2019,Please Forget Where I Was Last Summer: The Privacy Risks of Public Location (Meta)Data,,no,no crawl,,,,,,,,,
ndss,2019,Practical Hidden Voice Attacks against Speech and Speaker Recognition Systems,,no,no crawl,,,,,,,,,
ndss,2019,Profit: Detecting and Quantifying Side Channels in Networked Applications,,no,no crawl,,,,,,,,,
ndss,2019,RFDIDS: Radio Frequency-based Distributed Intrusion Detection System for the Power Grid,,no,no crawl,,,,,,,,,
ndss,2019,SABRE: Protecting Bitcoin against Routing Attacks,,no,no crawl,,,,,,,,,
ndss,2019,Time Does Not Heal All Wounds: A Longitudinal Analysis of Security-Mechanism Support in Mobile Browsers.,https://www.ndss-symposium.org/ndss-paper/time-does-not-heal-all-wounds-a-longitudinal-analysis-of-security-mechanism-support-in-mobile-browsers/,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,CSP & Other Headers,yes,"Web Security, Measurements",
ndss,2019,Tranco: A Research-Oriented Top Sites Ranking Hardened Against Manipulation.,https://www.ndss-symposium.org/ndss-paper/tranco-a-research-oriented-top-sites-ranking-hardened-against-manipulation/,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,Measurements,
ndss,2019,We Value Your Privacy ... Now Take Some Cookies: Measuring the GDPR’s Impact on Web Privacy,,yes,,None,Rule-based,1,None,render,,,Privacy,
ndss,2020,A Practical Approach for Taking Down Avalanche Botnets Under Real-World Constraints,,no,no crawl,,,,,,,,,
ndss,2020,BLAG: Improving the Accuracy of Blacklists,,no,custom app crawl,,,,,,,,,
ndss,2020,CDN Judo: Breaking the CDN DoS Protection with Itself,,no,no crawl,,,,,,,,,
ndss,2020,Complex Security Policy? A Longitudinal Analysis of Deployed Content Security Policies.,https://www.ndss-symposium.org/wp-content/uploads/2020/02/23046-paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,CSP & Other Headers,yes,"Web Security, Measurements","On the remaining 48 sites for which we could not find violations, we performed two analyses. First, since we cannot reason about violations that are deeply hidden in the application"
ndss,2020,Cross-Origin State Inference (COSI) Attacks: Leaking Web Site States through XS-Leaks,,yes,,URL,BFS,Unspecified,Unspecified,Unspecified,,,"Web Security, Privacy, Side-Channel",
ndss,2020,Decentralized Control: A Case Study of Russia,,no,no crawl,,,,,,,,,
ndss,2020,Deceptive Previews: A Study of the Link Preview Trustworthiness in Social Platforms,,no,manual/custom app crawler,,,,,,,,,
ndss,2020,DESENSITIZATION: Privacy-Aware and Attack-Preserving Crash Report,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24428-paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,random,Predefined URL List,no,"System Security, Privacy",
ndss,2020,Designing a Better Browser for Tor with BLAST,https://www.ndss-symposium.org/wp-content/uploads/2020/02/24199-paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,2 resources loaded,Browser Performance,yes,Privacy,"We visit the home pages of Alexa’s top 1000 pages as they were the most popular, to best represent likely user experience of the network"
ndss,2020,Detecting Probe-resistant Proxies,,no,no crawl,,,,,,,,,
ndss,2020,Encrypted DNS &#8211;> Privacy? A Traffic Analysis Perspective,,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Fingerprinting,yes,"Network Security, Privacy",
ndss,2020,Et Tu Alexa? When Commodity WiFi Devices Turn into Adversarial Motion Sensors,,no,no crawl,,,,,,,,,
ndss,2020,FlowPrint: Semi-Supervised Mobile-App Fingerprinting on Encrypted Network Traffic,,yes,,None,Random,Unspecified,Unspecified,15 sec,,,"System Security, Fingerprinting, Privacy",
ndss,2020,FUSE: Finding File Upload Bugs via Penetration Testing,,no,no crawl,,,,,,,,,
ndss,2020,IMP4GT: IMPersonation Attacks in 4G NeTworks,,no,no crawl,,,,,,,,,
ndss,2020,"MassBrowser: Unblocking the Censored Web for the Masses, by the Masses",https://www.ndss-symposium.org/wp-content/uploads/2020/02/24340-paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Page Content,yes,Censorship,
ndss,2020,Measuring the Deployment of Network Censorship Filters at Global Scale,https://www.ndss-symposium.org/wp-content/uploads/2020/02/23099-paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,render,Censorship,no,"Censorship, Measurements",
ndss,2020,Melting Pot of Origins: Compromising the Intermediary Web Services that Rehost Websites,,yes,,Homepage,Homepage,Homepage,Homepage,15 sec,Website Fingerprinting,yes,"Web Security, Fingerprinting, Privacy",
ndss,2020,Metamorph: Injecting Inaudible Commands into Over-the-air Voice Controlled Systems,,no,no crawl,,,,,,,,,
ndss,2020,Packet-Level Signatures for Smart Home Devices,,no,no crawl,,,,,,,,,
ndss,2020,Practical Traffic Analysis Attacks on Secure Messaging Applications,,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Traffic Simulation,no,"Network Security, Fingerprinting, Privacy",
ndss,2020,SurfingAttack: Interactive Hidden Attack on Voice Assistants Using Ultrasonic Guided Waves.,https://www.ndss-symposium.org/ndss-paper/surfingattack-interactive-hidden-attack-on-voice-assistants-using-ultrasonic-guided-waves/,no,,,,,,,,,,
ndss,2020,SVLAN: Secure &#038; Scalable Network Virtualization,,no,icmp scan,,,,,,,,,
ndss,2020,"UIScope: Accurate, Instrumentation-free, and Visible Attack Investigation for GUI Applications",,yes,,Homepage,Homepage,Homepage,Homepage,60 min,Predefined URL List,no,System Security,
ndss,2021,Awakening the Web's Sleeper Agents: Misusing Service Workers for Privacy Leakage,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_1C-2_23104_paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,10 sec,JavaScript Analysis,yes,"Web Security, Privacy, Measurements","Our crawler initially only visits websites’ landing page for inferring the presence of a SW, and only further analyses websites if one is found on the landing page. We made this decision to render the overhead of our measurement study more manageable, and because we observed that the majority of websites install their SW on their landing page. Furthermore, our system does not log into websites that support user accounts. As such, our measurements present a lower bound of vulnerable domains, since websites that require login may install SWs on other parts of their domain or SWs may only cache resources after users login."
ndss,2021,CV-Inspector: Towards Automating Detection of Adblock Circumvention.,https://www.ndss-symposium.org/ndss-paper/cv-inspector-towards-automating-detection-of-adblock-circumvention/,yes,,None,Rule-based,2,2,25 secs,,,"Privacy, Measurements",
ndss,2021,Does Every Second Count? Time-based Evolution of Malware Behavior in Sandboxes,,no,no crawl,,,,,,,,,
ndss,2021,EarArray: Defending against DolphinAttack via Acoustic Attenuation,,no,no crawl,,,,,,,,,
ndss,2021,FlowLens: Enabling Efficient Flow Classification for ML-based Network Security Applications,,no,offline crawl,,,,,,,,,
ndss,2021,"Hey Alexa, is this Skill Safe?: Taking a Closer Look at the Alexa Skill Ecosystem.",https://www.ndss-symposium.org/ndss-paper/hey-alexa-is-this-skill-safe-taking-a-closer-look-at-the-alexa-skill-ecosystem/,no,,,,,,,,,,
ndss,2021,KUBO: Precise and Scalable Detection of User-triggerable Undefined Behavior Bugs in OS Kernel.,https://www.ndss-symposium.org/ndss-paper/kubo-precise-and-scalable-detection-of-user-triggerable-undefined-behavior-bugs-in-os-kernel/,no,,,,,,,,,,
ndss,2021,MINOS: A Lightweight Real-Time Cryptojacking Detection System,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_4C-4_24444_paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Page Resources,yes,Web Security,
ndss,2021,PFirewall: Semantics-Aware Customizable Data Flow Control for Smart Home Privacy Protection,,no,no crawl,,,,,,,,,
ndss,2021,QPEP: An Actionable Approach to Secure and Performant Broadband From Geostationary Orbit,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_4A-1_24074_paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,3 min,Browser Performance,yes,Network Security,
ndss,2021,Reining in the Web's Inconsistencies with Site Policy,,yes,,URL,BFS,None,301,120 sec,,,"Web Security, Measurements",
ndss,2021,Tales of Favicons and Caches: Persistent Tracking in Modern Browsers,,yes,,URL,Unspecified,Unspecified,101,Unspecified,,,"Web Security, Fingerprinting, Privacy",
ndss,2021,To Err.Is Human: Characterizing the Threat of Unintended URLs in Social Media,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_3A-4_24322_paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,Web Security,
ndss,2021,Understanding the Growth and Security Considerations of ECS,,no,dns scan,,,,,,,,,
ndss,2021,Who's Hosting the Block Party? Studying Third-Party Blockage of CSP and SRI.,https://www.ndss-symposium.org/ndss-paper/whos-hosting-the-block-party-studying-third-party-blockage-of-csp-and-sri/,yes,,Unspecified,Unspecified,2,1000,Unspecified,,,Web Security,
ndss,2021,Your Phone is My Proxy: Detecting and Understanding Mobile Proxy Networks,,no,custom app crawl,,,,,,,,,
ndss,2021,Zoom on the Keystrokes: Exploiting Video Calls for Keystroke Inference Attacks,,no,no crawl,,,,,,,,,
ndss,2022,Cross-Language Attacks,,no,no crawl,,,,,,,,,
ndss,2022,Demystifying Local Business Search Poisoning for Illicit Drug Promotion,https://www.ndss-symposium.org/wp-content/uploads/2022-284-paper.pdf,no,custom app crawl,,,,,,,,,
ndss,2022,ditto: WAN Traffic Obfuscation at Line Rate,https://www.ndss-symposium.org/wp-content/uploads/2022-56B-paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Fingerprinting,yes,"Network Security, Privacy",
ndss,2022,DRAWN APART: A Device Identification Technique based on Remote GPU Fingerprinting,,no,no crawl,,,,,,,,,
ndss,2022,EqualNet: A Secure and Practical Defense for Long-term Network Topology Obfuscation,,no,no crawl,,,,,,,,,
ndss,2022,F-PKI: Enabling Innovation and Trust Flexibility in the HTTPS Public-Key Infrastructure,,no,tls scan,,,,,,,,,
ndss,2022,HARPO: Learning to Subvert Online Behavioral Advertising,,yes,,Homepage,Homepage,Homepage,Homepage,render,Predefined URL List,no,Privacy,
ndss,2022,PMTUD is not Panacea: Revisiting IP Fragmentation Attacks against TCP,,no,icmp scan,,,,,,,,,
ndss,2022,Preventing Kernel Hacks with HAKCs,https://www.ndss-symposium.org/wp-content/uploads/2022-26-paper.pdf,yes,,Homepage,Homepage,Homepage,Homepage,render,Browser Performance,yes,System Security,
ndss,2022,Probe the Proto: Measuring Client-Side Prototype Pollution Vulnerabilities of One Million Real-world Websites,,yes,,URL,Random,10,None,120 sec,,,"Web Security, Measurements",
ndss,2022,ScriptChecker: To Tame Third-party Script Execution With Task Capabilities.,https://www.ndss-symposium.org/ndss-paper/auto-draft-208/,yes,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,Web Security,
ndss,2022,Subverting Stateful Firewalls with Protocol States,,no,dns scan,,,,,,,,,
ndss,2022,The Droid is in the Details: Environment-aware Evasion of Android Sandboxes,,no,no crawl,,,,,,,,,
ndss,2022,The Truth Shall Set Thee Free: Enabling Practical Forensic Capabilities in Smart Environments,,no,no crawl,,,,,,,,,
ndss,2022,VPNInspector: Systematic Investigation of the VPN Ecosystem,,no,no crawl,,,,,,,,,
pets,2010,"Collaborative, Privacy-Preserving Data Aggregation at Scale",https://doi.org/10.1007/978-3-642-14527-8_4,no,no crawl,,,,,,,,,
pets,2012,Betrayed by Your Ads!,https://doi.org/10.1007/978-3-642-31680-7_1,yes,,Homepage,Homepage,Homepage,Homepage,2 minutes,Cookies,yes,Privacy,
pets,2012,Exploring the Ecosystem of Referrer-Anonymizing Services,https://doi.org/10.1007/978-3-642-31680-7_14,yes,,Homepage,Homepage,Homepage,Homepage,10 seconds,Back-end Stack,yes,Privacy,
pets,2012,Website Detection Using Remote Traffic Analysis,https://doi.org/10.1007/978-3-642-31680-7_4,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,Website Fingerprinting,yes,"Network Security, Fingerprinting",
pets,2013,On the Acceptance of Privacy-Preserving Authentication Technology: The Curious Case of National Identity Cards,https://doi.org/10.1007/978-3-642-39077-7_13,no,no crawl,,,,,,,,,
pets,2014,CloudTransport: Using Cloud Storage for Censorship-Resistant Networking,https://doi.org/10.1007/978-3-319-08506-7_1,yes,,Homepage,Homepage,Homepage,Homepage,fetch,Browser Performance,yes,"Censorship, Network Security","Evaluating the performance of CloudTransport in a realistic, large-scale deployment is a topic of future work."
pets,2014,I Know Why You Went to the Clinic: Risks and Realization of HTTPS Traffic Analysis,https://doi.org/10.1007/978-3-319-08506-7_8,yes,,URL,BFS,5,75,onload,,,"Network Security, Fingerprinting",
pets,2014,Spoiled Onions: Exposing Malicious Tor Exit Relays,https://doi.org/10.1007/978-3-319-08506-7_16,no,tls scan,,,,,,,,,
pets,2015,A Glance through the VPN Looking Glass: IPv6 Leakage and DNS Hijacking in Commercial VPN clients,https://doi.org/10.1515/popets-2015-0006,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Page Resources,yes,Privacy,
pets,2015,An Automated Approach for Complementing Ad Blockers’ Blacklists,https://doi.org/10.1515/popets-2015-0018,no,No crawl,,,,,,,,,
pets,2015,Analyzing the Great Firewall of China Over Space and Time,https://doi.org/10.1515/popets-2015-0005,no,Tcp scan,,,,,,,,,
pets,2015,Automated Experiments on Ad Privacy Settings,https://doi.org/10.1515/popets-2015-0007,yes,,Unspecified,Unspecified,Unspecified,Unspecified,5s,,,Privacy,
pets,2015,Blocking-resistant communication through domain fronting,https://doi.org/10.1515/popets-2015-0009,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Censorship,no,Censorship,
pets,2016,(Do Not) Track Me Sometimes: Users’ Contextual Preferences for Web Tracking,https://doi.org/10.1515/popets-2016-0009,no,No crawl,,,,,,,,,
pets,2016,Anonymity in Peer-assisted CDNs: Inference Attacks and Mitigation,https://doi.org/10.1515/popets-2016-0041,no,No crawl,,,,,,,,,
pets,2016,Are You Sure You Want to Contact Us? Quantifying the Leakage of PII via Website Contact Forms,https://doi.org/10.1515/popets-2015-0028,yes,,None,Rule-based,1,2,Unspecified,,,"Privacy, Measurements",
pets,2016,Beeswax: a platform for private web apps,https://doi.org/10.1515/popets-2016-0014,no,No crawl,,,,,,,,,
pets,2016,Building a RAPPOR with the Unknown: Privacy-Preserving Learning of Associations and Data Dictionaries,https://doi.org/10.1515/popets-2016-0015,no,No crawl,,,,,,,,,
pets,2016,DeNASA: Destination-Naive AS-Awareness in Anonymous Communications,https://doi.org/10.1515/popets-2016-0044,yes,,Homepage,Homepage,Homepage,Homepage,Last byte received,Network Routing,no,"Privacy, Networks",
pets,2016,Individual versus Organizational Computer Security and Privacy Concerns in Journalism,https://doi.org/10.1515/popets-2016-0048,no,No crawl,,,,,,,,,
pets,2016,On Realistically Attacking Tor with Website Fingerprinting,https://doi.org/10.1515/popets-2016-0027,yes,,Homepage,Homepage,Homepage,Homepage,onload,Website Fingerprinting,yes,"Web Security, Privacy, Fingerprinting",
pets,2016,Selfrando: Securing the Tor Browser against De-anonymization Exploits,https://doi.org/10.1515/popets-2016-0050,yes,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,"Privacy, Web Security",
pets,2016,The Curious Case of the PDF Converter that Likes Mozart: Dissecting and Mitigating the Privacy Risk of Personal Cloud Apps,https://doi.org/10.1515/popets-2016-0032,no,No crawl,,,,,,,,,
pets,2016,Towards Mining Latent Client Identifiers from Network Traffic,https://doi.org/10.1515/popets-2016-0007,no,No crawl,,,,,,,,,
pets,2017,A Usability Evaluation of Tor Launcher,https://doi.org/10.1515/popets-2017-0030,no,No crawl,,,,,,,,,
pets,2017,Cross-Device Tracking: Measurement and Disclosures,https://doi.org/10.1515/popets-2017-0020,no,Manual step,,,,,,,,,
pets,2017,Detecting Anti Ad-blockers in the Wild,https://doi.org/10.1515/popets-2017-0032,yes,,Homepage,Homepage,Homepage,Homepage,onload,JavaScript Analysis,yes,"Privacy, Measurements",". Our proposed methodology cannot identify all websites that employ anti ad-blocking. There are several reasons. First, we only visit the homepages of Alexa top-100K websites. Some websites may only employ anti ad-blocking on specific subpages"
pets,2017,SeaGlass: Enabling City-Wide IMSI-Catcher Detection,https://doi.org/10.1515/popets-2017-0027,no,no crawl,,,,,,,,,
pets,2017,"To Permit or Not to Permit, That is the Usability Question: Crowdsourcing Mobile Apps’ Privacy Permission Settings",https://doi.org/10.1515/popets-2017-0041,no,no crawl,,,,,,,,,
pets,2017,Topics of Controversy: An Empirical Analysis of Web Censorship Lists,https://doi.org/10.1515/popets-2017-0004,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,Censorship,
pets,2017,Towards Seamless Tracking-Free Web: Improved Detection of Trackers via One-class Learning,https://doi.org/10.1515/popets-2017-0006,yes,,Homepage,Homepage,Homepage,Homepage,3m,Tracking,yes,Privacy,
pets,2017,Waterfilling: Balancing the Tor network with maximum diversity,https://doi.org/10.1515/popets-2017-0013,no,No crawl(there are http get requests but setup is not clear),,,,,,,,,
pets,2017,Website Fingerprinting Defenses at the Application Layer,https://doi.org/10.1515/popets-2017-0023,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Fingerprinting,yes,"Privacy, Fingerprinting, Web Security",
pets,2017,Why can’t users choose their identity providers on the web?,https://doi.org/10.1515/popets-2017-0029,no,manual,,,,,,,,,
pets,2018,Diffusion of User Tracking Data in the Online Advertising Ecosystem,https://doi.org/10.1515/popets-2018-0033,no,Offline crawl with manual step,,,,,,,,,
pets,2018,Dropping on the Edge: Flexibility and Traffic Confirmation in Onion Routing Protocols,https://doi.org/10.1515/popets-2018-0011,no,No crawl,,,,,,,,,
pets,2018,Exploiting TLS Client Authentication for Widespread User Tracking,https://doi.org/10.1515/popets-2018-0031,no,TLS scan,,,,,,,,,
pets,2018,Feature Selection for Website Fingerprinting,https://doi.org/10.1515/popets-2018-0039,yes,,Homepage,Homepage,Homepage,Homepage,20s,Website Fingerprinting,yes,"Privacy, Fingerprinting, Web Security",
pets,2018,Guard Sets in Tor using AS Relationships,https://doi.org/10.1515/popets-2018-0008,no,no crawl,,,,,,,,,
pets,2018,I never signed up for this! Privacy implications of email tracking,https://doi.org/10.1515/popets-2018-0006,yes,,None,Rule-based,1,None,10s,,,Privacy,
pets,2018,Power to peep-all: Inference Attacks by Malicious Batteries on Mobile Devices,https://doi.org/10.1515/popets-2018-0036,yes,,Homepage,Homepage,Homepage,Homepage,15s,Website Fingerprinting,yes,"System Security, Side-Channel",
pets,2018,Privacy Pass: Bypassing Internet Challenges Anonymously,https://doi.org/10.1515/popets-2018-0026,no,No crawl,,,,,,,,,
pets,2018,Quantifying Privacy Loss of Human Mobility Graph Topology,https://doi.org/10.1515/popets-2018-0018,no,no crawl,,,,,,,,,
pets,2018,Secure asymmetry and deployability for decoy routing systems,https://doi.org/10.1515/popets-2018-0020,no,TLS scan,,,,,,,,,
pets,2018,Tempest: Temporal Dynamics in Anonymity Systems,https://doi.org/10.1515/popets-2018-0019,no,no crawl,,,,,,,,,
pets,2018,When the cookie meets the blockchain: Privacy risks of web payments via cryptocurrencies,https://doi.org/10.1515/popets-2018-0038,no,Looks manual,,,,,,,,,
pets,2019,“What if?” Predicting Individual Users’ Smart Home Privacy Preferences and Their Changes,https://doi.org/10.2478/popets-2019-0066,no,No crawl,,,,,,,,,
pets,2019,#DontTweetThis: Scoring Private Information in Social Networks,https://doi.org/10.2478/popets-2019-0059,no,no crawl,,,,,,,,,
pets,2019,4 Years of EU Cookie Law: Results and Lessons Learned,https://doi.org/10.2478/popets-2019-0023,yes,,Homepage,Homepage,Homepage,Homepage,1m 30s,Cookies,yes,"Privacy, Measurements",
pets,2019,A QUIC Look at Web Tracking,https://doi.org/10.2478/popets-2019-0046,no,no crawl,,,,,,,,,
pets,2019,Detecting TCP/IP Connections via IPID Hash Collisions,https://doi.org/10.2478/popets-2019-0071,no,Dns scan,,,,,,,,,
pets,2019,Investigating People’s Privacy Risk Perception,https://doi.org/10.2478/popets-2019-0047,no,no crawl,,,,,,,,,
pets,2019,Oblivious DNS: Practical Privacy for DNS Queries,https://doi.org/10.2478/popets-2019-0028,no,Dns scan,,,,,,,,,
pets,2019,"p1-FP: Extraction, Classification, and Prediction of Website Fingerprints with Deep Learning",https://doi.org/10.2478/popets-2019-0043,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Fingerprinting,yes,"Web Security, Privacy, Fingerprinting",
pets,2019,Privacy Attitudes of Smart Speaker Users,https://doi.org/10.2478/popets-2019-0068,no,No crawl,,,,,,,,,
pets,2019,Privacy Protection for Audio Sensing Against Multi-Microphone Adversaries,https://doi.org/10.2478/popets-2019-0024,no,no crawl,,,,,,,,,
pets,2019,Reducing Metadata Leakage from Encrypted Files and Communication with PURBs,https://doi.org/10.2478/popets-2019-0056,yes,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,"Network Security, Privacy, Applied Cryptography",
pets,2019,Var-CNN: A Data-Efficient Website Fingerprinting Attack Based on Deep Learning,https://doi.org/10.2478/popets-2019-0070,no,Offline crawl,,,,,,,,,
pets,2020,A Comparative Measurement Study of Web Tracking on Mobile and Desktop Environments,https://doi.org/10.2478/popets-2020-0016,yes,,Homepage,Homepage,Homepage,Homepage,20s,Tracking,yes,"Privacy, Measurements",
pets,2020,CanaryTrap: Detecting Data Misuse by Third-Party Apps on Online Social Networks,https://doi.org/10.2478/popets-2020-0076,no,No data collected,,,,,,,,,
pets,2020,Emotional and Practical Considerations Towards the Adoption and Abandonment of VPNs as a Privacy-Enhancing Technology,https://doi.org/10.2478/popets-2020-0006,no,No crawl,,,,,,,,,
